path_image,path_subtimage,exist_subtimage,image,unit,tile,date,time,filter,exptime,path_ex_cat,path_ex_psf,path_final_cat,path_sub_cat,run_status,error_msg,path_sci_cat,path_subt_cat,exist_sci_cat,exist_subt_cat,n_original_sci,n_selected_sci,n_original_sub,n_selected_sub
/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241119_071509_m525_300.com.fits,/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241119_071509_m525_300.com.subt.fits,True,calib_7DT03_T00175_20241119_071509_m525_300.com.fits,7DT03,T00175,20241119,71509,m525,300,/,/,/,/,S,,../data/raw/T00175/sci/calib_7DT03_T00175_20241119_071509_m525_300.com.final.cat,../data/raw/T00175/sub/calib_7DT03_T00175_20241119_071509_m525_300.com.subt.final.cat,True,True,1168,994,87,51
/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241120_025422_m525_300.com.fits,/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241120_025422_m525_300.com.subt.fits,True,calib_7DT03_T00175_20241120_025422_m525_300.com.fits,7DT03,T00175,20241120,25422,m525,300,/,/,/,/,S,,../data/raw/T00175/sci/calib_7DT03_T00175_20241120_025422_m525_300.com.final.cat,../data/raw/T00175/sub/calib_7DT03_T00175_20241120_025422_m525_300.com.subt.final.cat,True,True,2442,1166,381,49
/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241121_015422_m525_300.com.fits,/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241121_015422_m525_300.com.subt.fits,True,calib_7DT03_T00175_20241121_015422_m525_300.com.fits,7DT03,T00175,20241121,15422,m525,300,/,/,/,/,S,,../data/raw/T00175/sci/calib_7DT03_T00175_20241121_015422_m525_300.com.final.cat,../data/raw/T00175/sub/calib_7DT03_T00175_20241121_015422_m525_300.com.subt.final.cat,True,True,2431,1186,289,49
/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241122_020332_m525_300.com.fits,/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241122_020332_m525_300.com.subt.fits,True,calib_7DT03_T00175_20241122_020332_m525_300.com.fits,7DT03,T00175,20241122,20332,m525,300,/,/,/,/,S,,../data/raw/T00175/sci/calib_7DT03_T00175_20241122_020332_m525_300.com.final.cat,../data/raw/T00175/sub/calib_7DT03_T00175_20241122_020332_m525_300.com.subt.final.cat,True,True,1829,1196,240,54
/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241123_014451_m525_300.com.fits,/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241123_014451_m525_300.com.subt.fits,True,calib_7DT03_T00175_20241123_014451_m525_300.com.fits,7DT03,T00175,20241123,14451,m525,300,/,/,/,/,S,,../data/raw/T00175/sci/calib_7DT03_T00175_20241123_014451_m525_300.com.final.cat,../data/raw/T00175/sub/calib_7DT03_T00175_20241123_014451_m525_300.com.subt.final.cat,True,True,2675,1155,405,23
/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241124_020444_m525_300.com.fits,/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241124_020444_m525_300.com.subt.fits,True,calib_7DT03_T00175_20241124_020444_m525_300.com.fits,7DT03,T00175,20241124,20444,m525,300,/,/,/,/,S,,../data/raw/T00175/sci/calib_7DT03_T00175_20241124_020444_m525_300.com.final.cat,../data/raw/T00175/sub/calib_7DT03_T00175_20241124_020444_m525_300.com.subt.final.cat,True,True,2426,1183,280,41
/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241125_024326_m525_300.com.fits,/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241125_024326_m525_300.com.subt.fits,True,calib_7DT03_T00175_20241125_024326_m525_300.com.fits,7DT03,T00175,20241125,24326,m525,300,/,/,/,/,S,,../data/raw/T00175/sci/calib_7DT03_T00175_20241125_024326_m525_300.com.final.cat,../data/raw/T00175/sub/calib_7DT03_T00175_20241125_024326_m525_300.com.subt.final.cat,True,True,2249,1206,241,58
/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241126_014819_m525_300.com.fits,/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241126_014819_m525_300.com.subt.fits,True,calib_7DT03_T00175_20241126_014819_m525_300.com.fits,7DT03,T00175,20241126,14819,m525,300,/,/,/,/,S,,../data/raw/T00175/sci/calib_7DT03_T00175_20241126_014819_m525_300.com.final.cat,../data/raw/T00175/sub/calib_7DT03_T00175_20241126_014819_m525_300.com.subt.final.cat,True,True,2343,1219,253,50
/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241127_015034_m525_300.com.fits,/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241127_015034_m525_300.com.subt.fits,True,calib_7DT03_T00175_20241127_015034_m525_300.com.fits,7DT03,T00175,20241127,15034,m525,300,/,/,/,/,S,,../data/raw/T00175/sci/calib_7DT03_T00175_20241127_015034_m525_300.com.final.cat,../data/raw/T00175/sub/calib_7DT03_T00175_20241127_015034_m525_300.com.subt.final.cat,True,True,2285,1201,217,58
/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241128_015141_m525_300.com.fits,/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241128_015141_m525_300.com.subt.fits,True,calib_7DT03_T00175_20241128_015141_m525_300.com.fits,7DT03,T00175,20241128,15141,m525,300,/,/,/,/,S,,../data/raw/T00175/sci/calib_7DT03_T00175_20241128_015141_m525_300.com.final.cat,../data/raw/T00175/sub/calib_7DT03_T00175_20241128_015141_m525_300.com.subt.final.cat,True,True,2452,1187,291,43
