path_image,path_subtimage,exist_subtimage,image,unit,tile,date,time,filter,exptime,path_ex_cat,path_ex_psf,path_final_cat,path_sub_cat,run_status,error_msg,path_sci_cat,path_subt_cat,exist_sci_cat,exist_subt_cat,n_original_sci,n_selected_sci,n_original_sub,n_selected_sub
/data/data1/processed_1x1_gain2750/T00174/7DT02/m450/calib_7DT02_T00174_20240812_094716_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00174/7DT02/m450/calib_7DT02_T00174_20240812_094716_m450_300.com.subt.fits,True,calib_7DT02_T00174_20240812_094716_m450_300.com.fits,7DT02,T00174,20240812,94716,m450,300,/,/,/,/,S,,../data/raw/T00174/sci/calib_7DT02_T00174_20240812_094716_m450_300.com.final.cat,../data/raw/T00174/sub/calib_7DT02_T00174_20240812_094716_m450_300.com.subt.final.cat,True,True,1679,48,771,119
/data/data1/processed_1x1_gain2750/T00174/7DT02/m450/calib_7DT02_T00174_20241029_075901_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00174/7DT02/m450/calib_7DT02_T00174_20241029_075901_m450_300.com.subt.fits,True,calib_7DT02_T00174_20241029_075901_m450_300.com.fits,7DT02,T00174,20241029,75901,m450,300,/,/,/,/,S,,../data/raw/T00174/sci/calib_7DT02_T00174_20241029_075901_m450_300.com.final.cat,../data/raw/T00174/sub/calib_7DT02_T00174_20241029_075901_m450_300.com.subt.final.cat,True,True,1375,856,95,28
/data/data1/processed_1x1_gain2750/T00174/7DT02/m450/calib_7DT02_T00174_20241030_010639_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00174/7DT02/m450/calib_7DT02_T00174_20241030_010639_m450_300.com.subt.fits,True,calib_7DT02_T00174_20241030_010639_m450_300.com.fits,7DT02,T00174,20241030,10639,m450,300,/,/,/,/,S,,../data/raw/T00174/sci/calib_7DT02_T00174_20241030_010639_m450_300.com.final.cat,../data/raw/T00174/sub/calib_7DT02_T00174_20241030_010639_m450_300.com.subt.final.cat,True,True,1500,874,206,71
/data/data1/processed_1x1_gain2750/T00174/7DT02/m450/calib_7DT02_T00174_20241031_002140_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00174/7DT02/m450/calib_7DT02_T00174_20241031_002140_m450_300.com.subt.fits,True,calib_7DT02_T00174_20241031_002140_m450_300.com.fits,7DT02,T00174,20241031,2140,m450,300,/,/,/,/,S,,../data/raw/T00174/sci/calib_7DT02_T00174_20241031_002140_m450_300.com.final.cat,../data/raw/T00174/sub/calib_7DT02_T00174_20241031_002140_m450_300.com.subt.final.cat,True,True,2556,2088,828,600
/data/data1/processed_1x1_gain2750/T00174/7DT02/m450/calib_7DT02_T00174_20241102_042437_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00174/7DT02/m450/calib_7DT02_T00174_20241102_042437_m450_300.com.subt.fits,True,calib_7DT02_T00174_20241102_042437_m450_300.com.fits,7DT02,T00174,20241102,42437,m450,300,/,/,/,/,S,,../data/raw/T00174/sci/calib_7DT02_T00174_20241102_042437_m450_300.com.final.cat,../data/raw/T00174/sub/calib_7DT02_T00174_20241102_042437_m450_300.com.subt.final.cat,True,True,1464,857,126,25
/data/data1/processed_1x1_gain2750/T00174/7DT02/m450/calib_7DT02_T00174_20241103_010119_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00174/7DT02/m450/calib_7DT02_T00174_20241103_010119_m450_300.com.subt.fits,True,calib_7DT02_T00174_20241103_010119_m450_300.com.fits,7DT02,T00174,20241103,10119,m450,300,/,/,/,/,S,,../data/raw/T00174/sci/calib_7DT02_T00174_20241103_010119_m450_300.com.final.cat,../data/raw/T00174/sub/calib_7DT02_T00174_20241103_010119_m450_300.com.subt.final.cat,True,True,1440,864,111,27
/data/data1/processed_1x1_gain2750/T00174/7DT02/m450/calib_7DT02_T00174_20241104_034708_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00174/7DT02/m450/calib_7DT02_T00174_20241104_034708_m450_300.com.subt.fits,True,calib_7DT02_T00174_20241104_034708_m450_300.com.fits,7DT02,T00174,20241104,34708,m450,300,/,/,/,/,S,,../data/raw/T00174/sci/calib_7DT02_T00174_20241104_034708_m450_300.com.final.cat,../data/raw/T00174/sub/calib_7DT02_T00174_20241104_034708_m450_300.com.subt.final.cat,True,True,1554,863,113,32
/data/data1/processed_1x1_gain2750/T00174/7DT02/m450/calib_7DT02_T00174_20241105_005156_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00174/7DT02/m450/calib_7DT02_T00174_20241105_005156_m450_300.com.subt.fits,True,calib_7DT02_T00174_20241105_005156_m450_300.com.fits,7DT02,T00174,20241105,5156,m450,300,/,/,/,/,S,,../data/raw/T00174/sci/calib_7DT02_T00174_20241105_005156_m450_300.com.final.cat,../data/raw/T00174/sub/calib_7DT02_T00174_20241105_005156_m450_300.com.subt.final.cat,True,True,1540,860,172,31
/data/data1/processed_1x1_gain2750/T00174/7DT02/m450/calib_7DT02_T00174_20241106_005618_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00174/7DT02/m450/calib_7DT02_T00174_20241106_005618_m450_300.com.subt.fits,True,calib_7DT02_T00174_20241106_005618_m450_300.com.fits,7DT02,T00174,20241106,5618,m450,300,/,/,/,/,S,,../data/raw/T00174/sci/calib_7DT02_T00174_20241106_005618_m450_300.com.final.cat,../data/raw/T00174/sub/calib_7DT02_T00174_20241106_005618_m450_300.com.subt.final.cat,True,True,1493,853,142,30
/data/data1/processed_1x1_gain2750/T00174/7DT02/m450/calib_7DT02_T00174_20241107_002845_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00174/7DT02/m450/calib_7DT02_T00174_20241107_002845_m450_300.com.subt.fits,True,calib_7DT02_T00174_20241107_002845_m450_300.com.fits,7DT02,T00174,20241107,2845,m450,300,/,/,/,/,S,,../data/raw/T00174/sci/calib_7DT02_T00174_20241107_002845_m450_300.com.final.cat,../data/raw/T00174/sub/calib_7DT02_T00174_20241107_002845_m450_300.com.subt.final.cat,True,True,1052,813,69,33
