path_image,path_subtimage,exist_subtimage,image,unit,tile,date,time,filter,exptime,path_ex_cat,path_ex_psf,path_final_cat,path_sub_cat,run_status,error_msg,path_sci_cat,path_subt_cat,exist_sci_cat,exist_subt_cat,n_original_sci,n_selected_sci,n_original_sub,n_selected_sub
/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241029_070939_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241029_070939_m450_300.com.subt.fits,True,calib_7DT02_T00216_20241029_070939_m450_300.com.fits,7DT02,T00216,20241029,70939,m450,300,/,/,/,/,S,,../data/raw/T00216/sci/calib_7DT02_T00216_20241029_070939_m450_300.com.final.cat,../data/raw/T00216/sub/calib_7DT02_T00216_20241029_070939_m450_300.com.subt.final.cat,True,True,1556,907,196,63
/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241030_020728_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241030_020728_m450_300.com.subt.fits,True,calib_7DT02_T00216_20241030_020728_m450_300.com.fits,7DT02,T00216,20241030,20728,m450,300,/,/,/,/,S,,../data/raw/T00216/sci/calib_7DT02_T00216_20241030_020728_m450_300.com.final.cat,../data/raw/T00216/sub/calib_7DT02_T00216_20241030_020728_m450_300.com.subt.final.cat,True,True,1614,951,298,140
/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241031_012225_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241031_012225_m450_300.com.subt.fits,True,calib_7DT02_T00216_20241031_012225_m450_300.com.fits,7DT02,T00216,20241031,12225,m450,300,/,/,/,/,S,,../data/raw/T00216/sci/calib_7DT02_T00216_20241031_012225_m450_300.com.final.cat,../data/raw/T00216/sub/calib_7DT02_T00216_20241031_012225_m450_300.com.subt.final.cat,True,True,3143,2216,510,224
/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241102_051040_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241102_051040_m450_300.com.subt.fits,True,calib_7DT02_T00216_20241102_051040_m450_300.com.fits,7DT02,T00216,20241102,51040,m450,300,/,/,/,/,S,,../data/raw/T00216/sci/calib_7DT02_T00216_20241102_051040_m450_300.com.final.cat,../data/raw/T00216/sub/calib_7DT02_T00216_20241102_051040_m450_300.com.subt.final.cat,True,True,1478,912,125,45
/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241103_020221_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241103_020221_m450_300.com.subt.fits,True,calib_7DT02_T00216_20241103_020221_m450_300.com.fits,7DT02,T00216,20241103,20221,m450,300,/,/,/,/,S,,../data/raw/T00216/sci/calib_7DT02_T00216_20241103_020221_m450_300.com.final.cat,../data/raw/T00216/sub/calib_7DT02_T00216_20241103_020221_m450_300.com.subt.final.cat,True,True,1622,946,162,60
/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241104_044824_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241104_044824_m450_300.com.subt.fits,True,calib_7DT02_T00216_20241104_044824_m450_300.com.fits,7DT02,T00216,20241104,44824,m450,300,/,/,/,/,S,,../data/raw/T00216/sci/calib_7DT02_T00216_20241104_044824_m450_300.com.final.cat,../data/raw/T00216/sub/calib_7DT02_T00216_20241104_044824_m450_300.com.subt.final.cat,True,True,1634,930,178,57
/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241105_015258_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241105_015258_m450_300.com.subt.fits,True,calib_7DT02_T00216_20241105_015258_m450_300.com.fits,7DT02,T00216,20241105,15258,m450,300,/,/,/,/,S,,../data/raw/T00216/sci/calib_7DT02_T00216_20241105_015258_m450_300.com.final.cat,../data/raw/T00216/sub/calib_7DT02_T00216_20241105_015258_m450_300.com.subt.final.cat,True,True,1658,922,216,79
/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241106_015516_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241106_015516_m450_300.com.subt.fits,True,calib_7DT02_T00216_20241106_015516_m450_300.com.fits,7DT02,T00216,20241106,15516,m450,300,/,/,/,/,S,,../data/raw/T00216/sci/calib_7DT02_T00216_20241106_015516_m450_300.com.final.cat,../data/raw/T00216/sub/calib_7DT02_T00216_20241106_015516_m450_300.com.subt.final.cat,True,True,1660,904,242,67
/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241107_012959_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241107_012959_m450_300.com.subt.fits,True,calib_7DT02_T00216_20241107_012959_m450_300.com.fits,7DT02,T00216,20241107,12959,m450,300,/,/,/,/,S,,../data/raw/T00216/sci/calib_7DT02_T00216_20241107_012959_m450_300.com.final.cat,../data/raw/T00216/sub/calib_7DT02_T00216_20241107_012959_m450_300.com.subt.final.cat,True,True,1307,911,130,61
/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241108_013052_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241108_013052_m450_300.com.subt.fits,True,calib_7DT02_T00216_20241108_013052_m450_300.com.fits,7DT02,T00216,20241108,13052,m450,300,/,/,/,/,S,,../data/raw/T00216/sci/calib_7DT02_T00216_20241108_013052_m450_300.com.final.cat,../data/raw/T00216/sub/calib_7DT02_T00216_20241108_013052_m450_300.com.subt.final.cat,True,True,1334,888,163,66
/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241109_030903_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241109_030903_m450_300.com.subt.fits,True,calib_7DT02_T00216_20241109_030903_m450_300.com.fits,7DT02,T00216,20241109,30903,m450,300,/,/,/,/,S,,../data/raw/T00216/sci/calib_7DT02_T00216_20241109_030903_m450_300.com.final.cat,../data/raw/T00216/sub/calib_7DT02_T00216_20241109_030903_m450_300.com.subt.final.cat,True,True,1413,907,149,44
/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241110_035244_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241110_035244_m450_300.com.subt.fits,True,calib_7DT02_T00216_20241110_035244_m450_300.com.fits,7DT02,T00216,20241110,35244,m450,300,/,/,/,/,S,,../data/raw/T00216/sci/calib_7DT02_T00216_20241110_035244_m450_300.com.final.cat,../data/raw/T00216/sub/calib_7DT02_T00216_20241110_035244_m450_300.com.subt.final.cat,True,True,926,790,77,33
/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241111_013407_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241111_013407_m450_300.com.subt.fits,True,calib_7DT02_T00216_20241111_013407_m450_300.com.fits,7DT02,T00216,20241111,13407,m450,300,/,/,/,/,S,,../data/raw/T00216/sci/calib_7DT02_T00216_20241111_013407_m450_300.com.final.cat,../data/raw/T00216/sub/calib_7DT02_T00216_20241111_013407_m450_300.com.subt.final.cat,True,True,1004,846,86,51
/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241112_013456_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241112_013456_m450_300.com.subt.fits,True,calib_7DT02_T00216_20241112_013456_m450_300.com.fits,7DT02,T00216,20241112,13456,m450,300,/,/,/,/,S,,../data/raw/T00216/sci/calib_7DT02_T00216_20241112_013456_m450_300.com.final.cat,../data/raw/T00216/sub/calib_7DT02_T00216_20241112_013456_m450_300.com.subt.final.cat,True,True,927,796,82,48
/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241113_014901_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241113_014901_m450_300.com.subt.fits,True,calib_7DT02_T00216_20241113_014901_m450_300.com.fits,7DT02,T00216,20241113,14901,m450,300,/,/,/,/,S,,../data/raw/T00216/sci/calib_7DT02_T00216_20241113_014901_m450_300.com.final.cat,../data/raw/T00216/sub/calib_7DT02_T00216_20241113_014901_m450_300.com.subt.final.cat,True,True,904,775,113,63
/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241114_021346_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241114_021346_m450_300.com.subt.fits,True,calib_7DT02_T00216_20241114_021346_m450_300.com.fits,7DT02,T00216,20241114,21346,m450,300,/,/,/,/,S,,../data/raw/T00216/sci/calib_7DT02_T00216_20241114_021346_m450_300.com.final.cat,../data/raw/T00216/sub/calib_7DT02_T00216_20241114_021346_m450_300.com.subt.final.cat,True,True,777,662,74,51
/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241115_041354_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241115_041354_m450_300.com.subt.fits,True,calib_7DT02_T00216_20241115_041354_m450_300.com.fits,7DT02,T00216,20241115,41354,m450,300,/,/,/,/,S,,../data/raw/T00216/sci/calib_7DT02_T00216_20241115_041354_m450_300.com.final.cat,../data/raw/T00216/sub/calib_7DT02_T00216_20241115_041354_m450_300.com.subt.final.cat,True,True,728,614,84,63
/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241116_032459_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241116_032459_m450_300.com.subt.fits,True,calib_7DT02_T00216_20241116_032459_m450_300.com.fits,7DT02,T00216,20241116,32459,m450,300,/,/,/,/,S,,../data/raw/T00216/sci/calib_7DT02_T00216_20241116_032459_m450_300.com.final.cat,../data/raw/T00216/sub/calib_7DT02_T00216_20241116_032459_m450_300.com.subt.final.cat,True,True,705,592,70,53
/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241117_022157_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241117_022157_m450_300.com.subt.fits,True,calib_7DT02_T00216_20241117_022157_m450_300.com.fits,7DT02,T00216,20241117,22157,m450,300,/,/,/,/,S,,../data/raw/T00216/sci/calib_7DT02_T00216_20241117_022157_m450_300.com.final.cat,../data/raw/T00216/sub/calib_7DT02_T00216_20241117_022157_m450_300.com.subt.final.cat,True,True,844,717,90,64
/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241118_015826_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241118_015826_m450_300.com.subt.fits,True,calib_7DT02_T00216_20241118_015826_m450_300.com.fits,7DT02,T00216,20241118,15826,m450,300,/,/,/,/,S,,../data/raw/T00216/sci/calib_7DT02_T00216_20241118_015826_m450_300.com.final.cat,../data/raw/T00216/sub/calib_7DT02_T00216_20241118_015826_m450_300.com.subt.final.cat,True,True,1339,890,127,50
/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241119_065817_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241119_065817_m450_300.com.subt.fits,True,calib_7DT02_T00216_20241119_065817_m450_300.com.fits,7DT02,T00216,20241119,65817,m450,300,/,/,/,/,S,,../data/raw/T00216/sci/calib_7DT02_T00216_20241119_065817_m450_300.com.final.cat,../data/raw/T00216/sub/calib_7DT02_T00216_20241119_065817_m450_300.com.subt.final.cat,True,True,907,769,104,53
/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241120_031541_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241120_031541_m450_300.com.subt.fits,True,calib_7DT02_T00216_20241120_031541_m450_300.com.fits,7DT02,T00216,20241120,31541,m450,300,/,/,/,/,S,,../data/raw/T00216/sci/calib_7DT02_T00216_20241120_031541_m450_300.com.final.cat,../data/raw/T00216/sub/calib_7DT02_T00216_20241120_031541_m450_300.com.subt.final.cat,True,True,1596,889,193,64
/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241121_021539_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241121_021539_m450_300.com.subt.fits,True,calib_7DT02_T00216_20241121_021539_m450_300.com.fits,7DT02,T00216,20241121,21539,m450,300,/,/,/,/,S,,../data/raw/T00216/sci/calib_7DT02_T00216_20241121_021539_m450_300.com.final.cat,../data/raw/T00216/sub/calib_7DT02_T00216_20241121_021539_m450_300.com.subt.final.cat,True,True,1624,909,133,50
/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241122_022239_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241122_022239_m450_300.com.subt.fits,True,calib_7DT02_T00216_20241122_022239_m450_300.com.fits,7DT02,T00216,20241122,22239,m450,300,/,/,/,/,S,,../data/raw/T00216/sci/calib_7DT02_T00216_20241122_022239_m450_300.com.final.cat,../data/raw/T00216/sub/calib_7DT02_T00216_20241122_022239_m450_300.com.subt.final.cat,True,True,1628,908,163,49
/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241123_020354_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241123_020354_m450_300.com.subt.fits,True,calib_7DT02_T00216_20241123_020354_m450_300.com.fits,7DT02,T00216,20241123,20354,m450,300,/,/,/,/,S,,../data/raw/T00216/sci/calib_7DT02_T00216_20241123_020354_m450_300.com.final.cat,../data/raw/T00216/sub/calib_7DT02_T00216_20241123_020354_m450_300.com.subt.final.cat,True,True,1743,895,170,50
/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241124_022355_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241124_022355_m450_300.com.subt.fits,True,calib_7DT02_T00216_20241124_022355_m450_300.com.fits,7DT02,T00216,20241124,22355,m450,300,/,/,/,/,S,,../data/raw/T00216/sci/calib_7DT02_T00216_20241124_022355_m450_300.com.final.cat,../data/raw/T00216/sub/calib_7DT02_T00216_20241124_022355_m450_300.com.subt.final.cat,True,True,1562,910,144,43
/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241125_030234_m450_300.com.fits,/data/data1/processed_1x1_gain2750/T00216/7DT02/m450/calib_7DT02_T00216_20241125_030234_m450_300.com.subt.fits,True,calib_7DT02_T00216_20241125_030234_m450_300.com.fits,7DT02,T00216,20241125,30234,m450,300,/,/,/,/,S,,../data/raw/T00216/sci/calib_7DT02_T00216_20241125_030234_m450_300.com.final.cat,../data/raw/T00216/sub/calib_7DT02_T00216_20241125_030234_m450_300.com.subt.final.cat,True,True,1776,919,175,40
